,Iris-setosa,Iris-versicolor,Iris-virginica,purity
0,50.0,0.0,0.0,1.0
1,0.0,2.0,36.0,0.9473684210526315
2,0.0,48.0,14.0,0.7741935483870968
3,50.0,50.0,50.0,0.8933333333333333
